gap_10_pp.csv,gap_15_pp.csv,gap_20_pp.csv,gap_30_pp.csv,gap_40_pp.csv,gap_50_pp.csv,gap_5_pp.csv,gap_60_pp.csv,gap_70_pp.csv,gap_80_pp.csv,gap_90_pp.csv
0.0009426979768501,0.0011955062129002,0.0013350961066772,0.0016551092143288,0.0018335599399023,0.0015547251765668,0.0014849018637227,0.0014311149205724,0.0010626936414067,0.0013474570913908,0.0011734532498146
0.0011248882733087,0.0010887552257568,0.0013214704426451,0.0014314301321958,0.0013987444722078,0.0011497177687528,0.0013180729178313,0.0011455800720056,0.0013787889723004,0.0010031845386703,0.0010860148092097
0.0011969876572351,0.0011686517673706,0.0011751508692764,0.0008416852184128,0.0014675887725019,0.0011775045965824,0.0010948684239857,0.0009316914742883,0.0009884213800249,0.0009505043762772,0.0013120905950668
0.0010795551404345,0.0013809116236551,0.0014994262245402,0.0011908228040421,0.0011785448401543,0.0012799854987419,0.0009989202358694,0.0010598527258085,0.0011801054262461,0.0012997529411639,0.0014429391194345
0.0008922764982438,0.0009613752146509,0.0011280378011997,0.0012976425379052,0.0014790962709843,0.0016209539014303,0.0012330937555255,0.0017261104746476,0.0019493700982797,0.001673453789838,0.0016210349966172
0.0012233742768019,0.0014150182442927,0.0013179439783995,0.0014927954046804,0.0017211355067129,0.0018146614325181,0.001069872274788,0.0016757818882784,0.0016240489027648,0.0019154826340148,0.0016223930675359
0.0008860818024025,0.0012782104139201,0.0009495332942629,0.0011141105795982,0.0012291338568679,0.0010836556112975,0.0014504884645116,0.0012514887539174,0.0013135056938182,0.0007374461298417,0.0010226512318977
0.0011135622926997,0.0013937948270641,0.0013849375504966,0.0008468456915994,0.0008949109540171,0.0011604485810049,0.0010481998760897,0.0010472557455201,0.0013920927700518,0.0008937044729315,0.0011025404689024
0.0009565180886658,0.0015159742256219,0.0012521060708372,0.0011773335138542,0.0009854495378939,0.0006113440999526,0.0010692549221795,0.0005435866351807,0.0008039030184509,0.0010478753954931,0.0007092877901171
0.0011052519494737,0.001371972588441,0.001501841948699,0.0014171767344283,0.0014272141602425,0.0013262109741525,0.0010739585754878,0.0016450678215586,0.0016491484541774,0.00155897529207,0.0016185207743754
0.001141501202072,0.0013184505071684,0.0014083660956676,0.0016194948653749,0.0016144274459462,0.0014652683956923,0.0009061106691208,0.0011355086770741,0.0015714002519034,0.0017646235552922,0.001176423395855
0.0013417151105573,0.0011850007011684,0.0011153661423019,0.000956384919917,0.0015658840607421,0.0015062141982927,0.0011331218606138,0.0010630523851859,0.0012292746458656,0.0010558203032089,0.0014596132873797
0.001443898086288,0.0010713456639287,0.0016079258405121,0.0015052113678981,0.0012448483093986,0.0010445162335846,0.0009921151619384,0.0008393085205511,0.0010836365917091,0.0014781337271713,0.0009218936185196
0.0010473254176449,0.0011621373418341,0.0009500131339727,0.001299669421605,0.0015375586170157,0.0013230369794885,0.0008247074099439,0.0012741385677911,0.001664081818877,0.0014983069478288,0.001022604436784
0.0014114330639444,0.0011884245032055,0.0011042262917735,0.0010725751351374,0.0011317410597424,0.0016513710171083,0.0012759563511305,0.0014265956752669,0.0012900241863806,0.0014188135239309,0.0008934745808437
0.0012397740207799,0.001336751485319,0.0011236343591958,0.0009136358712871,0.0010811836029618,0.0007794103196886,0.0010257475987785,0.0009601470258922,0.0009303479564623,0.0013307978479945,0.0011915024081795
0.0008786189736443,0.0010510937528724,0.0010980927539919,0.0011513441325931,0.0011011676376431,0.0011054277552815,0.0011116539136125,0.0011669798227143,0.0012628645565779,0.0015758524281145,0.000702997190632
0.0010862635026475,0.0010485269908465,0.0011988990904812,0.0012126800370376,0.0015072898686389,0.0016149836713242,0.0016249232368304,0.0016141664754117,0.0013584184995143,0.0012378282037779,0.0015257064198211
0.001143444633493,0.0012609561767479,0.0010526931038288,0.0010613545887749,0.0010920669715027,0.0014775966205119,0.0012517305919274,0.0012576319041563,0.000966342638884,0.0013977438413906,0.0007279437489206
